Calu3_mock3	Calu3_mock2	Calu3_mock1	Calu3_SARSCoV2_3	Calu3_SARSCoV2_2	Calu3_SARSCoV2_1
L1FLnI_11q23.1b	0	2	4	7	0	3
L1FLnI_11q23.1c	0	0	1	0	0	0
L1FLnI_11q23.1d	0	0	0	0	0	0
L1FLnI_11q23.2b	0	0	6	2	2	8
L1FLnI_11q23.2d	6	2	7	3	1	5
L1FLnI_11q23.2e	19	10	21	10	15	13
L1FLnI_11q23.2g	0	0	0	0	0	0
L1FLnI_11q23.3a	0	0	0	0	0	0
L1FLnI_11q23.3b	0	0	0	0	0	0
L1FLnI_11q23.3d	0	0	0	0	0	0
L1FLnI_11q23.3e	0	0	0	0	0	0
L1FLnI_11q23.3f	0	0	0	0	0	0
L1FLnI_11q23.3g	0	0	0	0	0	0
L1FLnI_11q23.3i	0	0	0	0	0	0
L1FLnI_11q23.3j	0	0	0	0	0	0
L1FLnI_11q23.3l	0	0	0	0	0	0
L1FLnI_11q23.3m	0	0	0	0	0	1
L1FLnI_11q23.3n	0	0	0	0	0	0
L1FLnI_11q24.1a	0	0	0	1	0	0
L1FLnI_11q24.1c	0	0	0	0	0	0
L1FLnI_11q24.1d	0	0	0	0	0	0
L1FLnI_11q24.1f	0	0	0	0	0	0
L1FLnI_11q24.2a	0	0	0	1	0	0
L1FLnI_11q24.2b	0	0	0	0	0	0
L1FLnI_11q24.2c	0	0	0	0	2	1
L1FLnI_11q24.2e	0	0	0	0	0	0
L1FLnI_11q24.2f	0	0	0	0	1	0
L1FLnI_11q24.2g	0	0	0	0	0	1
L1FLnI_11q24.2h	0	0	0	0	2	0
L1FLnI_11q24.2i	0	0	0	0	0	0
L1FLnI_11q24.2k	0	0	0	0	0	0
L1FLnI_11q24.2m	0	0	1	0	0	0
L1FLnI_11q24.2p	0	0	0	0	0	0
L1FLnI_11q24.3a	0	0	0	0	0	0
L1FLnI_11q24.3c	0	0	0	0	0	0
L1FLnI_11q24.3d	0	0	0	0	0	0
L1FLnI_11q24.3f	0	0	1	0	0	0
L1FLnI_11q24.3g	0	0	0	1	0	2
L1FLnI_11q24.3i	2	0	0	0	3	0
L1FLnI_11q24.3j	0	0	0	0	0	0
L1FLnI_11q24.3k	0	0	1	0	0	0
L1FLnI_11q24.3l	0	1	1	1	0	0
L1FLnI_11q24.3m	0	0	0	0	0	0
L1FLnI_11q24.3p	0	1	0	0	0	0
L1FLnI_11q24.3q	0	0	0	1	0	0
L1FLnI_11q25a	0	0	0	0	0	0
L1FLnI_11q25b	0	0	0	0	0	0
L1FLnI_11q25c	0	0	0	0	0	0
L1FLnI_11q25d	0	0	0	0	0	0
L1FLnI_11q25e	0	0	0	0	0	0
L1FLnI_11q25f	0	0	1	0	0	0
L1FLnI_11q25g	0	0	0	0	0	0
L1FLnI_11q25i	0	0	0	0	0	0
L1FLnI_11q25k	0	0	0	0	0	0
L1FLnI_11q25l	0	0	0	0	0	0
L1FLnI_11q25m	0	0	0	0	0	0
L1FLnI_11q25n	0	0	0	0	0	0
L1FLnI_11q25p	0	0	0	0	0	0
L1FLnI_11q25r	0	0	0	0	0	0
L1FLnI_12p11.1a	0	0	0	0	0	0
L1FLnI_12p11.1b	0	0	0	0	0	0
L1FLnI_12p11.1c	0	0	0	0	0	0
L1FLnI_12p11.1e	0	0	2	0	0	0
L1FLnI_12p11.1f	0	0	0	1	0	0
L1FLnI_12p11.1g	0	0	0	0	1	0
L1FLnI_12p11.1h	0	0	0	0	0	0
L1FLnI_12p11.1i	0	0	1	0	0	0
L1FLnI_12p11.1j	0	0	0	0	0	0
L1FLnI_12p11.1k	0	0	0	0	0	0
L1FLnI_12p11.1l	0	0	0	0	2	0
L1FLnI_12p11.1m	0	0	0	0	0	0
L1FLnI_12p11.1n	0	0	0	0	0	0
L1FLnI_12p11.1o	0	0	0	0	0	0
L1FLnI_12p11.1p	0	0	0	0	0	0
L1FLnI_12p11.1q	0	0	0	0	0	0
L1FLnI_12p11.1r	0	0	0	0	0	0
L1FLnI_12p11.1s	0	0	1	0	0	0
L1FLnI_12p11.1t	0	0	0	0	0	0
L1FLnI_12p11.1u	0	0	0	0	0	0
L1FLnI_12p11.21a	1	0	0	0	0	0
L1FLnI_12p11.21b	0	0	0	0	0	0
L1FLnI_12p11.21c	0	0	0	0	0	0
L1FLnI_12p11.21d	0	0	1	0	0	0
L1FLnI_12p11.21e	0	0	0	0	0	1
L1FLnI_12p11.21f	0	0	0	0	0	0
L1FLnI_12p11.21g	0	0	0	0	0	3
L1FLnI_12p11.21h	0	0	0	0	0	0
L1FLnI_12p11.21i	0	0	0	0	0	0
L1FLnI_12p11.21j	0	0	0	0	0	2
L1FLnI_12p11.22a	0	0	0	0	0	0
L1FLnI_12p11.22b	0	0	0	0	0	4
L1FLnI_12p11.22d	0	0	0	1	0	0
L1FLnI_12p11.22e	0	0	0	0	0	0
L1FLnI_12p11.22f	0	0	0	0	0	0
L1FLnI_12p11.22g	0	0	0	0	0	0
L1FLnI_12p11.22h	2	10	22	10	3	5
L1FLnI_12p11.22i	0	0	0	0	0	0
L1FLnI_12p11.22j	0	0	0	0	0	0
L1FLnI_12p11.22k	0	0	0	0	0	0
L1FLnI_12p11.22l	0	0	0	0	0	1
L1FLnI_12p11.23a	0	0	0	0	0	0
L1FLnI_12p11.23b	0	0	0	0	0	0
L1FLnI_12p11.23c	0	0	0	0	0	0
L1FLnI_12p11.23d	0	0	0	0	0	0
L1FLnI_12p11.23e	16	20	61	73	44	83
L1FLnI_12p12.1a	0	0	0	0	0	0
L1FLnI_12p12.1aa	0	0	0	0	0	0
L1FLnI_12p12.1b	0	1	2	0	0	0
L1FLnI_12p12.1ba	0	0	0	0	0	0
L1FLnI_12p12.1c	0	0	0	0	0	0
L1FLnI_12p12.1ca	0	0	0	0	0	0
L1FLnI_12p12.1d	0	0	0	0	0	0
L1FLnI_12p12.1e	0	0	0	0	0	0
L1FLnI_12p12.1f	0	0	0	0	0	0
L1FLnI_12p12.1g	0	0	2	1	0	0
L1FLnI_12p12.1h	0	0	0	0	0	0
L1FLnI_12p12.1i	0	1	0	0	0	0
L1FLnI_12p12.1j	0	0	0	0	0	0
L1FLnI_12p12.1k	0	0	0	0	0	0
L1FLnI_12p12.1l	0	0	0	0	0	0
L1FLnI_12p12.1m	0	0	0	0	2	0
L1FLnI_12p12.1n	0	0	0	0	2	0
L1FLnI_12p12.1o	0	0	0	0	0	0
L1FLnI_12p12.1p	0	0	0	0	0	0
L1FLnI_12p12.1q	0	0	0	0	0	0
L1FLnI_12p12.1r	0	0	0	0	0	1
L1FLnI_12p12.1t	0	0	2	0	0	0
L1FLnI_12p12.1u	0	0	0	0	0	0
L1FLnI_12p12.1x	0	0	0	0	0	0
L1FLnI_12p12.1y	0	0	0	0	0	0
L1FLnI_12p12.1z	0	0	0	0	0	0
L1FLnI_12p12.2a	0	0	0	0	0	0
L1FLnI_12p12.2b	0	0	1	0	0	3
L1FLnI_12p12.2c	0	0	0	0	0	1
L1FLnI_12p12.2d	0	0	0	0	0	0
L1FLnI_12p12.2e	0	0	0	0	0	1
L1FLnI_12p12.2f	0	1	0	0	0	0
L1FLnI_12p12.2g	10	4	16	56	46	39
L1FLnI_12p12.2h	0	0	0	0	0	1
L1FLnI_12p12.2j	8	7	9	13	11	7
L1FLnI_12p12.3a	0	0	0	0	0	0
L1FLnI_12p12.3aa	0	0	0	0	0	0
L1FLnI_12p12.3c	0	0	0	0	0	0
L1FLnI_12p12.3ca	2	0	0	0	0	1
L1FLnI_12p12.3da	0	0	3	0	0	0
L1FLnI_12p12.3f	0	0	0	1	0	0
L1FLnI_12p12.3fa	2	0	1	0	0	0
L1FLnI_12p12.3g	3	6	18	11	0	4
L1FLnI_12p12.3ga	0	0	0	0	0	0
L1FLnI_12p12.3h	0	0	0	0	0	0
L1FLnI_12p12.3j	0	0	0	0	0	0
L1FLnI_12p12.3k	0	0	0	0	0	0
L1FLnI_12p12.3n	0	0	0	0	0	0
L1FLnI_12p12.3o	0	0	0	0	0	0
L1FLnI_12p12.3p	0	0	0	0	0	0
L1FLnI_12p12.3r	0	0	0	0	0	0
L1FLnI_12p12.3s	0	0	0	0	0	0
L1FLnI_12p12.3t	0	0	0	0	0	0
L1FLnI_12p12.3u	0	1	0	0	0	0
L1FLnI_12p12.3x	0	0	0	1	0	0
L1FLnI_12p12.3y	0	0	0	0	0	1
L1FLnI_12p12.3z	0	0	0	0	0	0
L1FLnI_12p13.1a	0	0	0	0	0	0
L1FLnI_12p13.1e	0	0	0	0	0	0
L1FLnI_12p13.1f	0	0	0	0	0	0
L1FLnI_12p13.1g	0	0	0	0	0	0
L1FLnI_12p13.1h	0	0	0	0	0	0
L1FLnI_12p13.2a	0	0	0	0	0	0
L1FLnI_12p13.2c	0	1	0	0	0	0
L1FLnI_12p13.2d	0	1	2	3	0	2
L1FLnI_12p13.2e	0	0	0	3	0	1
L1FLnI_12p13.2f	0	1	3	1	11	1
L1FLnI_12p13.2g	0	0	0	0	0	0
L1FLnI_12p13.2h	0	0	6	2	0	2
L1FLnI_12p13.2i	0	0	0	0	0	0
L1FLnI_12p13.2j	0	0	0	1	0	0
L1FLnI_12p13.2k	0	0	0	0	0	0
L1FLnI_12p13.2l	0	0	1	0	0	1
L1FLnI_12p13.2m	0	0	0	0	0	0
L1FLnI_12p13.31a	0	0	0	0	0	0
L1FLnI_12p13.31b	0	0	0	0	0	1
L1FLnI_12p13.31c	0	0	0	0	0	0
L1FLnI_12p13.31d	0	0	0	0	0	0
L1FLnI_12p13.31e	0	0	0	0	0	0
L1FLnI_12p13.31f	0	0	0	0	0	0
L1FLnI_12p13.31g	0	0	0	0	0	0
L1FLnI_12p13.31h	0	0	0	0	0	0
L1FLnI_12p13.31i	0	0	0	1	1	0
L1FLnI_12p13.31j	0	0	0	0	0	1
L1FLnI_12p13.31k	0	0	0	0	0	0
L1FLnI_12p13.31m	0	0	0	0	0	0
L1FLnI_12p13.31n	0	2	0	0	1	2
L1FLnI_12p13.31o	1	0	0	1	0	0
L1FLnI_12p13.31p	5	2	2	4	0	3
L1FLnI_12p13.32a	0	0	0	0	0	0
L1FLnI_12p13.32b	0	0	0	0	0	0
L1FLnI_12p13.32d	0	0	1	0	0	0
L1FLnI_12p13.32e	0	2	2	1	0	1
L1FLnI_12p13.32f	1	4	3	4	1	6
L1FLnI_12p13.32g	0	1	4	2	0	5
L1FLnI_12p13.32h	0	0	0	0	0	0
L1FLnI_12p13.32i	0	0	0	0	0	0
L1FLnI_12p13.32j	0	0	0	0	0	0
L1FLnI_12p13.33a	5	12	42	24	23	26
L1FLnI_12p13.33b	2	1	2	0	0	0
L1FLnI_12p13.33c	2	2	2	1	3	5
L1FLnI_12p13.33d	0	0	0	1	0	0
L1FLnI_12p13.33e	0	0	0	0	0	0
L1FLnI_12q11a	0	0	0	0	0	0
L1FLnI_12q11b	0	0	0	0	0	0
L1FLnI_12q11c	0	0	0	0	0	0
L1FLnI_12q11d	0	0	0	0	0	0
L1FLnI_12q11e	0	0	0	0	0	0
L1FLnI_12q12a	0	0	0	0	0	0
L1FLnI_12q12aa	0	0	0	0	0	0
L1FLnI_12q12ab	0	0	0	1	0	0
L1FLnI_12q12b	0	0	0	0	0	0
L1FLnI_12q12bb	0	0	3	0	0	0
L1FLnI_12q12c	0	0	0	0	0	0
L1FLnI_12q12ca	0	0	0	0	0	0
L1FLnI_12q12cb	1	1	0	3	0	1
L1FLnI_12q12d	0	0	0	0	0	0
L1FLnI_12q12da	0	0	0	0	0	0
L1FLnI_12q12db	0	0	1	0	1	0
L1FLnI_12q12e	0	0	2	1	0	0
L1FLnI_12q12ea	0	0	0	0	0	0
L1FLnI_12q12f	0	0	0	0	0	0
L1FLnI_12q12ga	0	0	0	0	0	0
L1FLnI_12q12h	0	0	0	1	0	0
L1FLnI_12q12ha	0	0	0	0	0	0
L1FLnI_12q12i	0	0	0	0	0	0
L1FLnI_12q12ia	0	2	3	3	1	4
L1FLnI_12q12j	0	0	0	0	0	0
L1FLnI_12q12ja	0	0	0	0	0	0
L1FLnI_12q12k	0	0	0	0	0	0
L1FLnI_12q12ka	0	0	0	0	0	0
L1FLnI_12q12l	0	0	0	0	0	0
L1FLnI_12q12la	0	0	0	5	0	3
L1FLnI_12q12m	0	0	0	0	0	0
L1FLnI_12q12ma	0	0	0	0	0	0
L1FLnI_12q12n	0	0	0	0	0	0
L1FLnI_12q12na	0	0	0	0	0	0
L1FLnI_12q12o	0	0	0	0	0	0
L1FLnI_12q12p	0	0	0	0	0	0
L1FLnI_12q12pa	0	0	0	0	0	0
L1FLnI_12q12q	0	0	0	0	0	0
L1FLnI_12q12qa	0	0	0	0	0	0
L1FLnI_12q12r	1	0	0	0	0	2
L1FLnI_12q12ra	0	0	0	0	0	0
L1FLnI_12q12s	5	7	20	8	0	3
L1FLnI_12q12sa	1	0	0	0	0	0
L1FLnI_12q12u	0	0	0	0	0	0
L1FLnI_12q12ua	0	0	0	0	0	0
L1FLnI_12q12wa	0	0	0	0	0	0
L1FLnI_12q12y	0	0	0	0	0	0
L1FLnI_12q12ya	0	0	0	0	0	0
L1FLnI_12q12z	0	0	0	0	0	0
L1FLnI_12q12za	0	0	0	0	0	0
L1FLnI_12q13.11a	31	38	215	286	140	248
L1FLnI_12q13.11b	0	0	0	0	0	0
L1FLnI_12q13.11ba	0	0	0	0	2	0
L1FLnI_12q13.11c	0	0	0	0	0	0
L1FLnI_12q13.11ca	0	0	0	0	0	0
L1FLnI_12q13.11d	0	2	0	0	0	2
L1FLnI_12q13.11e	0	0	1	0	0	1
L1FLnI_12q13.11ea	0	0	0	1	0	0
L1FLnI_12q13.11f	0	0	0	0	0	0
L1FLnI_12q13.11g	0	0	0	0	0	0
L1FLnI_12q13.11i	0	0	1	0	0	1
L1FLnI_12q13.11k	0	0	1	0	0	1
L1FLnI_12q13.11l	0	0	0	0	0	0
L1FLnI_12q13.11n	0	0	0	0	0	0
L1FLnI_12q13.11o	0	0	1	0	0	0
L1FLnI_12q13.11p	0	0	1	1	0	0
L1FLnI_12q13.11q	0	0	0	0	0	0
L1FLnI_12q13.11r	0	0	0	0	0	0
L1FLnI_12q13.11s	0	0	0	0	0	0
L1FLnI_12q13.11v	0	0	3	0	0	0
L1FLnI_12q13.11x	0	0	0	2	0	0
L1FLnI_12q13.11y	1	7	13	5	3	11
L1FLnI_12q13.11z	0	0	0	0	1	0
L1FLnI_12q13.12	1	3	5	4	2	2
L1FLnI_12q13.13	0	0	0	0	3	0
L1FLnI_12q13.2b	0	0	0	0	0	0
L1FLnI_12q13.2c	0	0	0	0	0	0
L1FLnI_12q13.2d	0	0	0	0	0	0
L1FLnI_12q13.2e	0	0	0	0	0	0
L1FLnI_12q13.2f	0	0	1	0	0	0
L1FLnI_12q13.2g	0	0	0	0	0	0
L1FLnI_12q13.2h	0	0	0	0	0	0
L1FLnI_12q13.2i	0	0	0	0	0	0
L1FLnI_12q13.2k	0	0	0	0	0	0
L1FLnI_12q13.2l	0	0	0	0	0	0
L1FLnI_12q13.2m	0	0	0	0	0	0
L1FLnI_12q13.2n	0	1	0	0	0	0
L1FLnI_12q13.2o	11	1	34	10	2	15
L1FLnI_12q13.2p	0	0	0	0	0	0
L1FLnI_12q13.2q	0	0	0	0	0	0
L1FLnI_12q13.2s	0	0	0	0	0	0
L1FLnI_12q13.2t	0	0	0	0	0	0
L1FLnI_12q13.2u	2	0	0	0	0	0
L1FLnI_12q13.2v	0	0	0	0	0	0
L1FLnI_12q13.3a	0	0	0	0	0	0
L1FLnI_12q13.3b	0	3	4	5	4	4
L1FLnI_12q13.3c	0	1	8	5	2	2
L1FLnI_12q13.3d	0	0	0	0	0	0
L1FLnI_12q14.1a	38	39	94	42	52	25
L1FLnI_12q14.1aa	0	0	0	0	0	0
L1FLnI_12q14.1b	0	0	0	0	0	0
L1FLnI_12q14.1ba	0	0	0	0	0	0
L1FLnI_12q14.1ca	0	0	0	0	0	0
L1FLnI_12q14.1d	0	0	0	0	0	0
L1FLnI_12q14.1da	0	0	0	0	0	0
L1FLnI_12q14.1e	0	0	0	0	0	0
L1FLnI_12q14.1ea	0	0	0	0	0	0
L1FLnI_12q14.1f	0	0	3	0	0	0
L1FLnI_12q14.1fa	0	0	0	0	0	1
L1FLnI_12q14.1g	1	0	0	2	1	0
L1FLnI_12q14.1ga	0	0	0	0	0	0
L1FLnI_12q14.1h	0	0	0	0	0	0
L1FLnI_12q14.1ia	0	0	0	0	0	0
L1FLnI_12q14.1j	0	0	0	0	0	0
L1FLnI_12q14.1k	1	6	8	3	4	3
L1FLnI_12q14.1ka	0	0	0	0	0	0
L1FLnI_12q14.1l	1	0	0	0	0	0
L1FLnI_12q14.1la	3	4	39	32	15	33
L1FLnI_12q14.1m	0	0	0	0	0	0
L1FLnI_12q14.1ma	0	0	2	1	4	6
L1FLnI_12q14.1o	0	0	1	0	0	2
L1FLnI_12q14.1p	0	0	0	0	0	0
L1FLnI_12q14.1q	0	0	0	3	0	0
L1FLnI_12q14.1r	0	1	0	0	0	0
L1FLnI_12q14.1v	0	0	0	0	0	0
L1FLnI_12q14.1w	0	0	0	0	0	0
L1FLnI_12q14.1x	0	0	0	0	0	0
L1FLnI_12q14.1y	0	0	0	0	0	0
L1FLnI_12q14.2a	0	0	1	0	0	1
L1FLnI_12q14.2c	0	0	0	0	0	0
L1FLnI_12q14.2d	0	0	0	0	0	0
L1FLnI_12q14.2e	0	0	0	0	0	0
L1FLnI_12q14.2f	0	0	0	0	0	0
L1FLnI_12q14.2g	0	0	0	0	0	0
L1FLnI_12q14.2h	0	0	0	0	0	0
L1FLnI_12q14.2j	0	0	0	0	0	0
L1FLnI_12q14.2k	0	0	0	0	0	0
L1FLnI_12q14.2l	0	0	0	0	0	1
L1FLnI_12q14.3a	0	0	0	0	0	0
L1FLnI_12q14.3b	0	0	0	0	0	0
L1FLnI_12q14.3c	1	0	0	2	0	0
L1FLnI_12q14.3d	0	0	0	0	0	3
L1FLnI_12q14.3e	0	0	0	0	0	0
L1FLnI_12q14.3f	0	0	0	0	0	0
L1FLnI_12q14.3h	0	0	0	0	0	0
L1FLnI_12q14.3i	0	0	0	0	0	0
L1FLnI_12q15b	0	0	0	0	0	0
L1FLnI_12q15c	0	0	0	1	0	0
L1FLnI_12q15d	0	0	0	0	0	0
L1FLnI_12q15e	0	0	1	0	0	1
L1FLnI_12q15f	0	0	0	0	1	0
L1FLnI_12q15g	0	0	0	0	0	0
L1FLnI_12q15h	0	0	0	0	0	0
L1FLnI_12q15i	0	0	0	0	0	0
L1FLnI_12q15j	1	0	5	0	0	3
L1FLnI_12q15k	0	2	1	2	0	1
L1FLnI_12q15l	0	0	0	0	0	0
L1FLnI_12q15m	0	1	0	0	0	1
L1FLnI_12q15o	0	0	0	0	0	0
L1FLnI_12q21.1a	6	3	15	7	0	4
L1FLnI_12q21.1aa	0	0	0	0	0	0
L1FLnI_12q21.1b	0	0	0	0	0	0
L1FLnI_12q21.1ba	1	0	0	0	0	4
L1FLnI_12q21.1c	0	0	0	0	0	0
L1FLnI_12q21.1ca	0	0	0	0	0	0
L1FLnI_12q21.1da	0	1	4	0	0	1
L1FLnI_12q21.1e	0	0	0	0	0	0
L1FLnI_12q21.1ea	0	0	0	0	0	0
L1FLnI_12q21.1f	0	0	0	0	3	0
L1FLnI_12q21.1h	0	0	0	0	0	0
L1FLnI_12q21.1i	0	0	0	0	0	0
L1FLnI_12q21.1j	0	0	0	0	0	0
L1FLnI_12q21.1k	0	0	0	0	0	0
L1FLnI_12q21.1l	0	0	0	0	0	0
L1FLnI_12q21.1m	0	0	0	0	0	0
L1FLnI_12q21.1n	0	0	0	0	0	0
L1FLnI_12q21.1o	0	0	0	0	0	0
L1FLnI_12q21.1p	0	0	0	0	0	0
L1FLnI_12q21.1q	1	0	1	1	0	0
L1FLnI_12q21.1s	0	0	0	0	0	0
L1FLnI_12q21.1t	0	0	0	0	0	0
L1FLnI_12q21.1v	0	0	0	0	0	0
L1FLnI_12q21.1x	0	0	0	0	0	1
L1FLnI_12q21.1y	0	0	0	0	2	0
L1FLnI_12q21.1z	0	0	0	0	0	0
L1FLnI_12q21.2a	0	0	0	0	0	1
L1FLnI_12q21.2b	0	1	4	5	2	6
L1FLnI_12q21.2c	0	0	0	0	0	0
L1FLnI_12q21.2e	0	0	0	0	0	0
L1FLnI_12q21.2g	0	0	0	0	0	0
L1FLnI_12q21.2h	0	0	0	0	0	0
L1FLnI_12q21.2i	0	0	0	0	0	0
L1FLnI_12q21.2m	0	0	0	0	0	0
L1FLnI_12q21.2n	0	0	0	0	0	0
L1FLnI_12q21.2o	0	0	0	0	0	0
L1FLnI_12q21.2p	0	0	0	0	0	0
L1FLnI_12q21.2q	0	0	0	0	0	0
L1FLnI_12q21.2t	0	0	0	0	0	0
L1FLnI_12q21.2u	0	0	0	0	0	0
L1FLnI_12q21.2v	0	0	0	0	0	0
L1FLnI_12q21.2w	0	0	0	0	0	0
L1FLnI_12q21.2x	0	0	0	1	0	2
L1FLnI_12q21.31a	0	0	4	0	0	0
L1FLnI_12q21.31aa	0	0	0	0	0	0
L1FLnI_12q21.31b	0	0	0	1	1	0
L1FLnI_12q21.31ba	0	0	0	0	0	0
L1FLnI_12q21.31c	0	1	0	0	0	0
L1FLnI_12q21.31ca	0	0	0	0	0	0
L1FLnI_12q21.31d	1	2	2	1	0	4
L1FLnI_12q21.31e	0	0	0	0	0	0
L1FLnI_12q21.31ea	0	0	0	0	0	0
L1FLnI_12q21.31f	0	0	0	0	0	0
L1FLnI_12q21.31fa	0	0	0	0	0	0
L1FLnI_12q21.31g	0	0	0	0	0	0
L1FLnI_12q21.31ga	0	0	0	0	0	0
L1FLnI_12q21.31h	0	0	0	0	0	0
L1FLnI_12q21.31i	0	0	0	0	0	0
L1FLnI_12q21.31ia	0	0	0	0	0	0
L1FLnI_12q21.31j	0	0	0	0	0	0
L1FLnI_12q21.31ja	0	0	0	0	0	0
L1FLnI_12q21.31k	0	0	0	0	0	0
L1FLnI_12q21.31m	0	0	0	0	0	0
L1FLnI_12q21.31n	0	0	0	0	0	0
L1FLnI_12q21.31p	0	0	0	0	0	0
L1FLnI_12q21.31q	0	0	0	0	0	0
L1FLnI_12q21.31r	0	0	0	1	0	0
L1FLnI_12q21.31s	0	0	0	0	0	0
L1FLnI_12q21.31u	0	0	0	0	0	0
L1FLnI_12q21.31v	0	0	0	0	0	0
L1FLnI_12q21.31x	0	0	0	0	0	0
L1FLnI_12q21.31y	0	0	0	0	0	0
L1FLnI_12q21.31z	0	0	0	0	0	0
L1FLnI_12q21.32a	0	0	0	0	0	1
L1FLnI_12q21.32aa	0	0	3	0	0	0
L1FLnI_12q21.32ba	0	0	0	0	0	0
L1FLnI_12q21.32c	0	0	0	0	0	0
L1FLnI_12q21.32d	0	0	0	0	0	0
L1FLnI_12q21.32e	0	0	0	0	0	0
L1FLnI_12q21.32f	0	0	0	0	0	0
L1FLnI_12q21.32g	0	0	0	0	0	0
L1FLnI_12q21.32h	0	0	0	0	0	0
L1FLnI_12q21.32i	0	0	0	0	0	0
L1FLnI_12q21.32k	0	0	0	0	0	0
L1FLnI_12q21.32m	0	0	0	0	0	0
L1FLnI_12q21.32n	0	0	0	0	0	0
L1FLnI_12q21.32p	0	0	0	0	0	0
L1FLnI_12q21.32r	0	0	0	0	0	0
L1FLnI_12q21.32s	0	0	0	1	0	2
L1FLnI_12q21.32t	0	0	0	0	2	0
L1FLnI_12q21.32u	0	0	0	0	0	0
L1FLnI_12q21.32v	0	0	0	0	0	0
L1FLnI_12q21.32x	0	0	0	0	0	0
L1FLnI_12q21.32z	1	2	0	1	0	1
L1FLnI_12q21.33a	0	0	0	0	0	0
L1FLnI_12q21.33b	0	0	0	0	0	0
L1FLnI_12q21.33c	0	0	0	0	0	0
L1FLnI_12q21.33d	0	2	7	0	0	5
L1FLnI_12q21.33e	0	0	0	0	0	2
L1FLnI_12q21.33f	0	0	0	0	0	0
L1FLnI_12q21.33i	0	0	0	0	3	0
L1FLnI_12q21.33j	0	0	0	0	1	0
L1FLnI_12q21.33m	0	0	0	0	0	0
L1FLnI_12q22a	0	0	0	0	0	0
L1FLnI_12q22b	0	0	2	0	3	0
L1FLnI_12q22c	0	0	1	0	0	0
L1FLnI_12q22e	1	0	0	0	0	0
L1FLnI_12q22f	0	0	0	0	0	0
L1FLnI_12q22g	1	0	0	0	0	0
L1FLnI_12q22h	1	1	12	3	5	4
L1FLnI_12q22i	0	0	0	0	0	0
L1FLnI_12q22j	0	0	0	0	0	0
L1FLnI_12q22k	0	1	2	1	0	1
L1FLnI_12q23.1a	1	0	2	2	0	0
L1FLnI_12q23.1aa	0	0	0	0	0	0
L1FLnI_12q23.1b	3	6	14	21	13	24
L1FLnI_12q23.1c	0	0	0	0	0	0
L1FLnI_12q23.1ca	0	0	0	0	0	0
L1FLnI_12q23.1d	0	0	0	0	0	0
L1FLnI_12q23.1da	0	0	0	0	0	0
L1FLnI_12q23.1e	0	0	0	0	0	0
L1FLnI_12q23.1ea	11	32	61	27	16	31
L1FLnI_12q23.1f	0	0	0	1	0	0
L1FLnI_12q23.1ga	3	2	2	3	1	1
L1FLnI_12q23.1h	0	0	0	0	0	0
L1FLnI_12q23.1ha	2	0	5	0	1	0
L1FLnI_12q23.1i	0	0	0	0	0	0
L1FLnI_12q23.1ia	5	20	47	18	5	14
L1FLnI_12q23.1j	0	0	0	1	0	0
L1FLnI_12q23.1ja	0	0	0	0	0	0
L1FLnI_12q23.1k	0	0	0	0	0	0
L1FLnI_12q23.1l	0	0	0	0	0	0
L1FLnI_12q23.1m	0	0	0	0	0	0
L1FLnI_12q23.1n	1	0	0	0	0	0
L1FLnI_12q23.1o	0	0	0	0	0	0
L1FLnI_12q23.1q	0	0	0	0	0	0
L1FLnI_12q23.1r	0	0	0	0	0	0
L1FLnI_12q23.1s	0	0	0	0	0	1
L1FLnI_12q23.1t	0	0	0	0	0	0
L1FLnI_12q23.1u	0	0	0	1	0	0
L1FLnI_12q23.1w	0	0	0	0	0	0
L1FLnI_12q23.1z	0	0	0	0	0	0
L1FLnI_12q23.2a	0	0	2	0	0	0
L1FLnI_12q23.2b	0	0	0	0	0	0
L1FLnI_12q23.2c	0	0	0	0	0	0
L1FLnI_12q23.2d	0	0	0	0	0	0
L1FLnI_12q23.2e	26	39	121	74	28	78
L1FLnI_12q23.2f	0	0	0	1	0	0
L1FLnI_12q23.2g	0	0	0	0	0	0
L1FLnI_12q23.2h	0	0	0	0	0	0
L1FLnI_12q23.3c	0	0	0	0	0	0
L1FLnI_12q23.3d	1	0	0	1	0	1
L1FLnI_12q23.3e	1	1	3	0	1	2
L1FLnI_12q23.3f	4	0	11	9	4	10
L1FLnI_12q23.3g	15	23	46	29	8	17
L1FLnI_12q23.3h	0	0	0	0	0	0
L1FLnI_12q23.3i	0	0	0	0	0	0
L1FLnI_12q23.3j	0	0	0	0	0	0
L1FLnI_12q23.3l	0	0	0	0	0	0
L1FLnI_12q23.3m	0	2	7	1	3	3
L1FLnI_12q23.3n	0	0	1	0	4	0
L1FLnI_12q23.3o	0	0	0	0	0	0
L1FLnI_12q23.3p	0	1	0	0	0	0
L1FLnI_12q23.3q	0	0	1	1	0	0
L1FLnI_12q23.3r	3	0	0	0	0	0
L1FLnI_12q23.3s	0	0	1	0	0	0
L1FLnI_12q23.3t	0	0	0	0	0	0
L1FLnI_12q23.3u	0	0	0	0	0	0
L1FLnI_12q23.3v	2	3	8	2	0	2
L1FLnI_12q24.11	0	0	0	0	0	0
L1FLnI_12q24.12a	0	0	3	1	0	2
L1FLnI_12q24.13a	0	0	0	0	0	0
L1FLnI_12q24.13b	32	29	217	569	232	562
